label,x0,y0,z0,v0,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32
sinistra,0.168078,0.564537,-1.531462,0.99951,0.1815,0.491831,-1.494701,0.999187,0.198052,0.482374,-1.494742,0.999316,0.216783,0.471827,-1.494507,0.999157,0.1396,0.516453,-1.467449,0.999021,0.125797,0.5248,-1.467417,0.999063,0.113318,0.532307,-1.467213,0.998839,0.285281,0.47178,-1.127619,0.999286,0.112598,0.549492,-0.984412,0.999193,0.216871,0.606378,-1.379338,0.999812,0.16382,0.642914,-1.339482,0.999698,0.545395,0.772369,-0.79105,0.99965,0.086891,0.846751,-0.675775,0.999475,0.771736,1.019172,-0.730583,0.800899,-0.014711,1.261331,-0.539912,0.744147,0.877423,1.474499,-1.095853,0.146473,-0.029134,1.6436,-0.843269,0.089383,0.93573,1.594002,-1.202771,0.097518,-0.061189,1.779736,-0.946013,0.0653,0.873464,1.625832,-1.33291,0.154254,-0.008761,1.796962,-1.08486,0.100163,0.847837,1.586625,-1.165866,0.153411,0.008958,1.747917,-0.920302,0.100438,0.513992,1.581393,-9e-06,0.001803,0.225073,1.622663,0.010189,0.001948,0.551595,2.227849,-0.095778,0.00851,0.273742,2.245931,-0.108609,0.01172,0.5917,2.772266,0.627143,0.004228,0.31798,2.828418,0.389368,0.005886,0.60796,2.864872,0.694416,0.002667,0.321113,2.925139,0.428281,0.004419,0.561588,2.942209,0.309445,0.004269,0.360816,2.996841,0.005278,0.004675
sinistra,0.168376,0.56454,-1.536,0.999524,0.181648,0.491839,-1.498734,0.999213,0.198276,0.482379,-1.498687,0.999337,0.217178,0.471818,-1.498379,0.999182,0.139806,0.516489,-1.473441,0.999055,0.125974,0.524846,-1.473411,0.999095,0.113414,0.532407,-1.473174,0.99888,0.285794,0.471811,-1.132124,0.999308,0.112658,0.549633,-0.998261,0.999222,0.217179,0.606416,-1.384616,0.999817,0.164089,0.643111,-1.347291,0.999707,0.546061,0.772687,-0.796967,0.999649,0.086848,0.847133,-0.700137,0.999483,0.772226,1.020227,-0.730125,0.800182,-0.020842,1.261528,-0.578657,0.747433,0.871971,1.480875,-1.096784,0.150857,-0.053585,1.649374,-0.880438,0.091575,0.928478,1.601589,-1.20306,0.100603,-0.093731,1.786111,-0.984275,0.066975,0.865011,1.632945,-1.33311,0.158134,-0.039747,1.80639,-1.124183,0.102696,0.839324,1.593437,-1.166828,0.1581,-0.017826,1.756918,-0.95877,0.10329,0.515635,1.58224,0.001769,0.001899,0.22548,1.623676,0.008347,0.002056,0.552491,2.228413,-0.097139,0.00869,0.273653,2.252906,-0.118671,0.011892,0.591769,2.772877,0.619827,0.004271,0.317718,2.835166,0.376324,0.005963,0.607967,2.865417,0.68724,0.002692,0.320795,2.931052,0.415564,0.004428,0.561347,2.942609,0.306468,0.004309,0.36056,3.007704,-0.004729,0.004722
sinistra,0.168963,0.564697,-1.550311,0.999507,0.181892,0.491928,-1.512115,0.99919,0.19851,0.482473,-1.512024,0.999315,0.217461,0.471902,-1.511741,0.999157,0.140098,0.51662,-1.48761,0.999035,0.126174,0.525055,-1.487607,0.999077,0.113521,0.532726,-1.487382,0.998863,0.286104,0.471882,-1.13732,0.999284,0.11266,0.550147,-1.004603,0.999211,0.217864,0.606641,-1.394822,0.999808,0.164673,0.643877,-1.357982,0.999696,0.546066,0.772327,-0.791163,0.999639,0.086858,0.847203,-0.695711,0.999469,0.773386,1.01443,-0.708943,0.799999,-0.020804,1.263225,-0.566089,0.748079,0.866944,1.451425,-1.074235,0.150375,-0.051234,1.648812,-0.875933,0.095451,0.920363,1.569629,-1.182437,0.100309,-0.089112,1.784774,-0.978149,0.069903,0.858107,1.600056,-1.311557,0.157506,-0.037835,1.802321,-1.121016,0.106269,0.83397,1.562047,-1.144142,0.157432,-0.016198,1.754247,-0.953433,0.107104,0.515805,1.581177,0.001833,0.001958,0.225922,1.623221,0.008286,0.0021,0.552924,2.22855,-0.13911,0.008662,0.274011,2.252259,-0.130798,0.011814,0.592103,2.775927,0.565052,0.004236,0.318919,2.835172,0.344235,0.005895,0.608229,2.868106,0.632442,0.002698,0.322049,2.931079,0.380279,0.004434,0.561549,2.945663,0.244747,0.004311,0.362158,3.007646,-0.056336,0.00472
sinistra,0.168642,0.564866,-1.524824,0.999509,0.181673,0.492053,-1.492119,0.999194,0.198386,0.482635,-1.492104,0.99932,0.217345,0.472067,-1.491726,0.999162,0.139704,0.516681,-1.459915,0.999034,0.125868,0.525086,-1.459828,0.999075,0.113368,0.532738,-1.459576,0.998858,0.285795,0.471891,-1.129638,0.999292,0.11263,0.550011,-0.966818,0.999207,0.217747,0.607091,-1.373717,0.99981,0.164642,0.643999,-1.32758,0.999697,0.545923,0.772378,-0.787701,0.999644,0.086949,0.846711,-0.65129,0.999475,0.773329,1.014487,-0.726912,0.802714,-0.022228,1.25662,-0.544207,0.750156,0.86691,1.458299,-1.161188,0.151318,-0.056234,1.634265,-0.882639,0.097414,0.920882,1.578736,-1.284419,0.100978,-0.094425,1.767431,-0.990896,0.071295,0.858408,1.608434,-1.412684,0.158677,-0.044579,1.785793,-1.135641,0.108309,0.834117,1.568651,-1.233416,0.158284,-0.023538,1.73813,-0.96317,0.10908,0.515302,1.58136,-0.000563,0.002047,0.225149,1.622819,0.01081,0.002194,0.549313,2.22814,-0.191598,0.008787,0.267531,2.25036,-0.16629,0.011969,0.587257,2.778878,0.495303,0.004265,0.310608,2.837405,0.283187,0.005975,0.60437,2.872489,0.560497,0.002721,0.314837,2.935444,0.315711,0.004494,0.549974,2.947944,0.169097,0.004366,0.346233,3.009403,-0.126153,0.004796
sinistra,0.168137,0.564759,-1.4482,0.999502,0.181388,0.491989,-1.412431,0.999178,0.198195,0.482611,-1.412378,0.999307,0.21721,0.472054,-1.412043,0.999147,0.139261,0.516537,-1.381208,0.999015,0.125472,0.524929,-1.381118,0.999058,0.113039,0.532511,-1.380846,0.998838,0.28558,0.471886,-1.057065,0.999279,0.112615,0.549707,-0.895114,0.999189,0.217438,0.607092,-1.302116,0.999808,0.16437,0.643965,-1.256427,0.999692,0.545822,0.772521,-0.728572,0.999644,0.086988,0.846666,-0.601555,0.999468,0.773277,1.015016,-0.654871,0.802379,-0.02294,1.254569,-0.462069,0.747031,0.867814,1.458663,-1.073517,0.148387,-0.055129,1.626877,-0.791519,0.096195,0.923779,1.579284,-1.190509,0.098953,-0.093012,1.758157,-0.892943,0.070406,0.861324,1.609529,-1.322046,0.156103,-0.04264,1.777322,-1.037521,0.10699,0.836372,1.569383,-1.147147,0.155532,-0.021836,1.729426,-0.871961,0.107794,0.513905,1.583358,-0.000502,0.001973,0.223135,1.62319,0.010751,0.002111,0.547433,2.23532,-0.186196,0.008639,0.263667,2.256063,-0.165036,0.011819,0.579838,2.786362,0.49708,0.004192,0.299283,2.84488,0.288879,0.005903,0.595149,2.879431,0.569142,0.002681,0.301871,2.943858,0.321819,0.004452,0.54328,2.95613,0.191594,0.004296,0.334729,3.016615,-0.118882,0.004737
sinistra,0.16804,0.564868,-1.445821,0.999485,0.181357,0.492058,-1.41047,0.999153,0.198042,0.482665,-1.410484,0.999283,0.216783,0.472114,-1.410203,0.999115,0.139265,0.516664,-1.379748,0.998989,0.125511,0.525058,-1.379664,0.999034,0.113125,0.532679,-1.379421,0.998811,0.285431,0.471957,-1.058541,0.999249,0.112788,0.550082,-0.899335,0.999176,0.217104,0.607209,-1.300781,0.9998,0.164271,0.644068,-1.255825,0.999682,0.548097,0.772962,-0.732119,0.99962,0.087115,0.846672,-0.608765,0.999456,0.773236,1.017303,-0.660086,0.800795,-0.024985,1.254461,-0.464975,0.749673,0.869405,1.465757,-1.076926,0.146348,-0.054402,1.627334,-0.804653,0.096493,0.926242,1.589097,-1.193637,0.09735,-0.091499,1.759201,-0.909614,0.07032,0.864471,1.619592,-1.323681,0.153638,-0.040984,1.77813,-1.05065,0.106803,0.839254,1.578097,-1.150111,0.15312,-0.020591,1.729889,-0.883158,0.107584,0.513578,1.583395,-0.000494,0.002015,0.223715,1.623201,0.010711,0.002174,0.547075,2.233517,-0.147858,0.008895,0.265017,2.254674,-0.133994,0.012137,0.579781,2.782374,0.53479,0.004293,0.301007,2.834052,0.346979,0.00599,0.594904,2.87557,0.601938,0.002719,0.303214,2.930112,0.383009,0.004442,0.543791,2.949949,0.222395,0.004406,0.338538,3.003882,-0.042994,0.004803
sinistra,0.168351,0.564859,-1.437291,0.999474,0.181707,0.492067,-1.39991,0.999137,0.198322,0.482667,-1.399894,0.99927,0.216984,0.472082,-1.399609,0.9991,0.139515,0.516817,-1.371343,0.998968,0.125804,0.525253,-1.371281,0.999013,0.113501,0.532889,-1.371028,0.998788,0.285576,0.471921,-1.043334,0.999234,0.113018,0.550431,-0.893539,0.999159,0.217611,0.606774,-1.29112,0.999797,0.164456,0.643985,-1.248928,0.999678,0.548086,0.772987,-0.716075,0.999621,0.087119,0.847079,-0.60822,0.999456,0.774501,1.017329,-0.651923,0.798737,-0.027082,1.256097,-0.464396,0.748488,0.869623,1.466012,-1.072587,0.145521,-0.051644,1.628109,-0.791252,0.096567,0.92711,1.58921,-1.190748,0.096873,-0.085131,1.75985,-0.895673,0.070347,0.86564,1.619632,-1.319417,0.152921,-0.034077,1.77823,-1.035271,0.106725,0.840024,1.578292,-1.145169,0.152424,-0.015532,1.730008,-0.869007,0.107496,0.513571,1.583426,0.000132,0.001982,0.223807,1.623274,0.010086,0.002138,0.549581,2.231677,-0.137751,0.008711,0.267328,2.253239,-0.128442,0.011855,0.585563,2.777434,0.578257,0.004205,0.306623,2.829017,0.360191,0.005838,0.601007,2.869992,0.648738,0.002683,0.308593,2.924754,0.397715,0.004378,0.553307,2.944585,0.282849,0.004316,0.34773,2.998031,-0.020879,0.004694
sinistra,0.168657,0.564949,-1.414561,0.999495,0.181836,0.492177,-1.379791,0.999169,0.198442,0.482767,-1.379634,0.999296,0.217173,0.472156,-1.379296,0.999133,0.13965,0.516863,-1.350658,0.999007,0.125866,0.525293,-1.350594,0.999051,0.11352,0.532936,-1.350258,0.998835,0.285783,0.471958,-1.035289,0.999263,0.113018,0.550427,-0.882525,0.999191,0.217686,0.606834,-1.273483,0.999806,0.164613,0.644069,-1.230334,0.999692,0.54764,0.772824,-0.717506,0.999637,0.087123,0.84619,-0.604592,0.999483,0.774146,1.017249,-0.659471,0.801492,-0.026988,1.255921,-0.469025,0.74951,0.866414,1.470811,-1.073113,0.161343,-0.051941,1.629115,-0.797461,0.100288,0.924845,1.590203,-1.19119,0.107857,-0.087578,1.761428,-0.898828,0.073428,0.863387,1.620334,-1.319906,0.167088,-0.034735,1.780284,-1.040863,0.111422,0.836566,1.580851,-1.145805,0.167625,-0.015419,1.732318,-0.875114,0.112203,0.513571,1.583448,-4.3e-05,0.001929,0.223814,1.622204,0.010277,0.002092,0.549273,2.224282,-0.149765,0.008554,0.267066,2.241111,-0.129528,0.01165,0.585486,2.769837,0.578027,0.004132,0.306769,2.825198,0.355071,0.005805,0.601052,2.861221,0.649416,0.002645,0.309761,2.923436,0.392513,0.004386,0.552253,2.940494,0.2911,0.004224,0.345594,2.992951,-0.030162,0.004662
sinistra,0.169424,0.565138,-1.416799,0.999488,0.182383,0.492504,-1.380455,0.999157,0.199042,0.483159,-1.380211,0.999286,0.217965,0.472607,-1.379854,0.99912,0.140178,0.517116,-1.351817,0.998992,0.126262,0.525553,-1.351759,0.999038,0.113758,0.533241,-1.35146,0.998819,0.286013,0.472383,-1.035944,0.999251,0.11305,0.550685,-0.887174,0.999179,0.218234,0.606908,-1.27646,0.999802,0.16497,0.644453,-1.232489,0.999686,0.547666,0.772892,-0.719193,0.999632,0.08712,0.846013,-0.60967,0.999477,0.774101,1.017977,-0.673542,0.800261,-0.021726,1.255915,-0.489406,0.749196,0.864729,1.472435,-1.096346,0.158741,-0.047138,1.629327,-0.824293,0.099486,0.922666,1.592531,-1.215641,0.106169,-0.08266,1.761688,-0.929658,0.07287,0.861477,1.622138,-1.343465,0.164829,-0.031296,1.780676,-1.072246,0.110656,0.83505,1.58205,-1.168348,0.165234,-0.012051,1.732468,-0.903021,0.111431,0.514499,1.58346,0.000141,0.001996,0.226025,1.622229,0.010069,0.002171,0.552845,2.224477,-0.150209,0.008755,0.272312,2.241715,-0.136176,0.011892,0.592293,2.770989,0.554719,0.004212,0.316899,2.825785,0.334006,0.005922,0.608355,2.862577,0.621919,0.002677,0.320582,2.923812,0.369471,0.004438,0.560524,2.941926,0.248972,0.004329,0.357887,2.994077,-0.05557,0.004769
sinistra,0.170441,0.566131,-1.430345,0.999508,0.182877,0.493109,-1.395255,0.999189,0.199393,0.483763,-1.395049,0.999314,0.218311,0.473104,-1.394567,0.999154,0.140749,0.517761,-1.363687,0.999027,0.12676,0.526246,-1.363629,0.999069,0.114196,0.533939,-1.36331,0.998856,0.286191,0.472655,-1.047343,0.999285,0.113259,0.551173,-0.890068,0.999205,0.219005,0.608101,-1.289033,0.999811,0.166361,0.645893,-1.243059,0.999701,0.548292,0.77371,-0.725356,0.999645,0.087229,0.847065,-0.611596,0.999501,0.76955,1.041669,-0.686336,0.802485,-0.032127,1.255129,-0.489859,0.752348,0.863933,1.485355,-1.107875,0.166431,-0.050405,1.629241,-0.864953,0.100879,0.921701,1.601115,-1.227964,0.11158,-0.084884,1.761704,-0.979616,0.073802,0.861001,1.628589,-1.356141,0.171983,-0.031935,1.78058,-1.112386,0.112288,0.834454,1.589959,-1.18017,0.172578,-0.013045,1.732377,-0.942185,0.112673,0.514342,1.586973,0.000166,0.001974,0.224918,1.622484,0.010059,0.002169,0.55007,2.224635,-0.157077,0.008842,0.266308,2.238699,-0.157384,0.01198,0.588629,2.775769,0.579264,0.004224,0.310069,2.826165,0.332356,0.006002,0.605744,2.869407,0.652496,0.002707,0.314938,2.926296,0.368817,0.004544,0.552297,2.946685,0.280952,0.004312,0.343415,2.994331,-0.061973,0.004803
sinistra,0.171077,0.566692,-1.488426,0.999498,0.183607,0.493935,-1.451074,0.999171,0.20012,0.484635,-1.45092,0.999297,0.219082,0.473968,-1.450626,0.999133,0.141295,0.518306,-1.427768,0.999013,0.12725,0.526731,-1.427767,0.999058,0.114596,0.534404,-1.427494,0.998846,0.286998,0.473099,-1.083518,0.999261,0.113384,0.551577,-0.957991,0.999198,0.219563,0.608559,-1.336509,0.999806,0.166774,0.646458,-1.300783,0.999696,0.548023,0.773253,-0.736336,0.99964,0.087061,0.848089,-0.665428,0.999495,0.772525,1.026567,-0.685398,0.801253,-0.030326,1.255615,-0.538313,0.75227,0.87429,1.465325,-1.102012,0.163491,-0.045539,1.629528,-0.864158,0.100673,0.93526,1.580011,-1.217294,0.109474,-0.078759,1.761785,-0.974477,0.07361,0.874812,1.609492,-1.347624,0.16926,-0.026892,1.780593,-1.109593,0.111866,0.8475,1.571805,-1.174633,0.169695,-0.008494,1.732377,-0.941456,0.112277,0.515568,1.584713,0.00239,0.001959,0.226924,1.622501,0.007731,0.002147,0.555534,2.224415,-0.160506,0.008708,0.273228,2.24347,-0.167494,0.011792,0.595156,2.774333,0.539802,0.004165,0.31826,2.828613,0.286054,0.005918,0.611149,2.867332,0.607787,0.002682,0.32202,2.927529,0.318887,0.0045,0.564809,2.944587,0.236018,0.004279,0.359091,2.997438,-0.112388,0.004766
sinistra,0.170944,0.566553,-1.486437,0.999517,0.183576,0.493927,-1.449031,0.999201,0.200128,0.484629,-1.448868,0.999325,0.219192,0.473962,-1.448597,0.999166,0.141295,0.518213,-1.426734,0.999042,0.127255,0.526592,-1.42669,0.999085,0.114583,0.534199,-1.426435,0.998872,0.286993,0.473106,-1.083022,0.999293,0.11339,0.551087,-0.94102,0.999218,0.219474,0.608513,-1.334769,0.999815,0.166724,0.646307,-1.299648,0.999707,0.548053,0.773277,-0.748715,0.999654,0.087069,0.847925,-0.629446,0.999511,0.772094,1.029186,-0.722802,0.803557,-0.03023,1.258891,-0.51532,0.753924,0.873609,1.47174,-1.133483,0.158762,-0.044172,1.633014,-0.861734,0.097528,0.934066,1.587524,-1.248799,0.106192,-0.076384,1.76668,-0.971269,0.071164,0.873194,1.618078,-1.373921,0.165061,-0.0231,1.785419,-1.107241,0.108589,0.846423,1.577969,-1.2034,0.165121,-0.005941,1.735429,-0.939209,0.108775,0.515559,1.587461,-0.002519,0.001988,0.226284,1.623888,0.012891,0.002169,0.552839,2.239492,-0.182849,0.008927,0.268169,2.246497,-0.17333,0.011902,0.593775,2.801506,0.478931,0.004265,0.314516,2.833703,0.289502,0.005955,0.611003,2.89934,0.541991,0.002712,0.319583,2.934078,0.323263,0.004525,0.554444,2.971234,0.149043,0.004345,0.350109,3.003537,-0.10676,0.004757
sinistra,0.17097,0.566837,-1.584784,0.999505,0.183574,0.494142,-1.546663,0.999178,0.200106,0.484837,-1.546528,0.999303,0.219083,0.474158,-1.546339,0.999139,0.141295,0.518475,-1.527334,0.999032,0.127247,0.526893,-1.527363,0.999078,0.11458,0.534498,-1.527171,0.99887,0.286928,0.473193,-1.16859,0.999261,0.113259,0.551329,-1.055367,0.999216,0.21947,0.608581,-1.426845,0.999803,0.166745,0.646447,-1.396183,0.999695,0.546565,0.771872,-0.801763,0.999634,0.086665,0.847833,-0.747862,0.999493,0.774995,1.014803,-0.722727,0.800983,-0.025687,1.258683,-0.62383,0.754748,0.873313,1.444789,-1.11091,0.154834,-0.042523,1.632213,-0.898387,0.100957,0.933631,1.559271,-1.217014,0.103488,-0.075612,1.764217,-0.998895,0.073723,0.872705,1.591504,-1.346147,0.161413,-0.023036,1.782798,-1.139046,0.111682,0.845998,1.552977,-1.181548,0.16136,-0.005468,1.733537,-0.975176,0.112358,0.515554,1.576502,0.003124,0.002023,0.226555,1.61764,0.006939,0.002195,0.552808,2.231613,-0.150065,0.008837,0.270039,2.246521,-0.16229,0.01188,0.591339,2.783026,0.516533,0.004222,0.314449,2.832019,0.290163,0.005939,0.606261,2.874739,0.581056,0.002691,0.319002,2.929582,0.323445,0.004483,0.554426,2.953803,0.200356,0.004356,0.352186,3.002764,-0.10851,0.004797
sinistra,0.169173,0.567062,-1.464839,0.999511,0.182761,0.494195,-1.429033,0.999187,0.199386,0.485005,-1.429087,0.999312,0.218407,0.474555,-1.42869,0.999149,0.140634,0.51851,-1.399027,0.999035,0.126712,0.526911,-1.398918,0.99908,0.114068,0.534516,-1.398712,0.998866,0.286457,0.473484,-1.076884,0.999275,0.11323,0.551292,-0.922852,0.999215,0.217685,0.60951,-1.320659,0.999807,0.165654,0.646706,-1.277816,0.999698,0.546557,0.774941,-0.764183,0.999633,0.086653,0.847864,-0.639318,0.999498,0.774867,1.029746,-0.726285,0.801509,-0.028763,1.256579,-0.556221,0.757914,0.872808,1.457829,-1.126273,0.151003,-0.042382,1.631536,-0.893219,0.099157,0.93289,1.574395,-1.237446,0.100713,-0.074785,1.764194,-0.993075,0.07206,0.872226,1.606157,-1.360273,0.157793,-0.020538,1.78276,-1.136996,0.109572,0.845812,1.5654,-1.195483,0.157447,-0.004124,1.73318,-0.971917,0.10998,0.515469,1.579677,0.002874,0.001975,0.226436,1.619217,0.007303,0.002157,0.552647,2.234936,-0.167354,0.008971,0.269823,2.249026,-0.175765,0.012024,0.591429,2.794086,0.491861,0.00427,0.314,2.836524,0.284296,0.005972,0.607128,2.891189,0.555604,0.002696,0.318284,2.937021,0.31855,0.004478,0.554449,2.959836,0.172494,0.00438,0.35177,3.004091,-0.110706,0.00478
sinistra,0.168884,0.567097,-1.466206,0.999503,0.182459,0.494216,-1.430351,0.999178,0.199054,0.485007,-1.430388,0.999304,0.21792,0.474527,-1.430007,0.999141,0.140239,0.518767,-1.400694,0.999025,0.126292,0.527272,-1.400592,0.99907,0.113755,0.534887,-1.400378,0.998856,0.286243,0.473447,-1.076863,0.999269,0.112974,0.551879,-0.923776,0.999207,0.217608,0.609188,-1.321466,0.999805,0.165061,0.646513,-1.278556,0.999694,0.547382,0.774982,-0.761281,0.999627,0.087077,0.847166,-0.642488,0.999488,0.775913,1.029092,-0.700148,0.80005,-0.029085,1.25772,-0.548288,0.754911,0.871942,1.458835,-1.070687,0.149486,-0.042365,1.630205,-0.8485,0.098737,0.931,1.575424,-1.178866,0.099577,-0.074737,1.760507,-0.947884,0.071756,0.869717,1.607021,-1.300277,0.156133,-0.020584,1.778338,-1.082834,0.108956,0.843846,1.566402,-1.138769,0.155896,-0.004131,1.730206,-0.923863,0.10954,0.514974,1.579815,0.004249,0.001914,0.226377,1.619282,0.005899,0.002091,0.552594,2.230357,-0.127481,0.008781,0.27015,2.246925,-0.161199,0.011821,0.591127,2.781947,0.586335,0.004199,0.313954,2.828622,0.313923,0.005867,0.606504,2.877121,0.656809,0.002674,0.317837,2.927441,0.351133,0.004434,0.554988,2.947516,0.294658,0.004293,0.352497,2.995608,-0.06908,0.004686
sinistra,0.170132,0.568383,-1.502607,0.999505,0.183116,0.495318,-1.466887,0.999182,0.199568,0.485943,-1.466854,0.999308,0.21839,0.475176,-1.466537,0.999145,0.140721,0.52015,-1.438082,0.99903,0.126829,0.528691,-1.438036,0.999074,0.114403,0.536263,-1.437797,0.99886,0.286465,0.473675,-1.101911,0.999276,0.113645,0.552845,-0.95181,0.999212,0.218818,0.610192,-1.351689,0.999807,0.166634,0.648504,-1.309729,0.999697,0.547304,0.773819,-0.7648,0.999631,0.087115,0.84828,-0.646594,0.999488,0.776185,1.026366,-0.689242,0.797876,-0.031863,1.256875,-0.543855,0.752402,0.871745,1.46341,-1.058733,0.145465,-0.046608,1.628106,-0.846274,0.096858,0.930909,1.583921,-1.16582,0.097111,-0.078832,1.757651,-0.944998,0.070455,0.869537,1.61513,-1.295248,0.15274,-0.026955,1.775121,-1.081481,0.10701,0.843643,1.573602,-1.129222,0.152385,-0.010139,1.727204,-0.922048,0.107616,0.515043,1.579507,0.003814,0.001914,0.226403,1.619233,0.006336,0.002089,0.552558,2.220173,-0.155673,0.008678,0.269961,2.24116,-0.161797,0.011649,0.59004,2.771989,0.57331,0.004146,0.312567,2.824386,0.312222,0.00581,0.605218,2.866061,0.645558,0.002671,0.316404,2.922666,0.348894,0.004442,0.553878,2.939426,0.278861,0.004257,0.350577,2.992961,-0.078416,0.004659
sinistra,0.170835,0.568065,-1.448196,0.999477,0.183543,0.495238,-1.410769,0.999143,0.200105,0.485888,-1.410874,0.999277,0.219187,0.475157,-1.410596,0.999109,0.141194,0.519998,-1.381372,0.998972,0.127214,0.52853,-1.381286,0.999017,0.114598,0.536197,-1.38106,0.998789,0.286972,0.473774,-1.048297,0.99925,0.113699,0.552882,-0.897206,0.999162,0.219601,0.610101,-1.299661,0.9998,0.167,0.648339,-1.257401,0.99968,0.547324,0.773933,-0.731809,0.999622,0.087247,0.848373,-0.600362,0.999467,0.764184,1.027971,-0.683157,0.798606,-0.026223,1.259991,-0.471432,0.751882,0.852988,1.465472,-1.062852,0.143298,-0.034801,1.630098,-0.801944,0.094475,0.90534,1.58622,-1.167258,0.095566,-0.063746,1.760692,-0.904824,0.068678,0.845702,1.615616,-1.301273,0.150543,-0.013095,1.776603,-1.04073,0.10453,0.822457,1.573806,-1.134581,0.149909,0.001945,1.727938,-0.877491,0.104836,0.514359,1.582757,0.002213,0.001914,0.226057,1.622378,0.007962,0.002081,0.551062,2.234531,-0.158537,0.008974,0.269128,2.256771,-0.16001,0.012001,0.588917,2.785621,0.571065,0.004214,0.3108,2.835545,0.34362,0.005861,0.604272,2.880715,0.642403,0.002705,0.314422,2.93331,0.383257,0.004464,0.553079,2.951503,0.277824,0.004313,0.348754,3.004332,-0.041353,0.004679
sinistra,0.17088,0.567964,-1.474191,0.999481,0.183613,0.49522,-1.434613,0.999148,0.200157,0.485859,-1.43457,0.999281,0.219221,0.47513,-1.434297,0.999116,0.141355,0.519994,-1.408937,0.998982,0.127362,0.528529,-1.408904,0.999027,0.114721,0.536208,-1.408644,0.998803,0.28729,0.473794,-1.063779,0.999254,0.113816,0.553014,-0.927488,0.999169,0.219674,0.610043,-1.323007,0.999802,0.167019,0.64838,-1.284926,0.999684,0.548417,0.773934,-0.73288,0.999626,0.087255,0.849023,-0.631295,0.999467,0.767946,1.027601,-0.644044,0.795722,-0.027413,1.263669,-0.47797,0.748538,0.858682,1.468119,-0.996757,0.140949,-0.034504,1.633338,-0.783229,0.092959,0.914524,1.588526,-1.099833,0.094011,-0.063396,1.763479,-0.880509,0.067634,0.854203,1.618891,-1.232861,0.148419,-0.012272,1.779402,-1.015814,0.102937,0.829376,1.577949,-1.068638,0.147928,0.003076,1.730909,-0.858097,0.103351,0.516141,1.583506,0.003837,0.001838,0.226479,1.623712,0.006418,0.001997,0.55331,2.236044,-0.156418,0.008729,0.270394,2.25986,-0.154437,0.011685,0.589097,2.786261,0.582755,0.004124,0.310782,2.839589,0.34055,0.005742,0.604255,2.88094,0.655694,0.00267,0.314385,2.937266,0.37904,0.004409,0.555017,2.953767,0.293139,0.004212,0.34913,3.010448,-0.046535,0.00458
sinistra,0.171037,0.56914,-1.459495,0.999496,0.183668,0.496022,-1.425139,0.99917,0.200238,0.486696,-1.42512,0.999301,0.219359,0.475961,-1.424761,0.999141,0.141397,0.520704,-1.396607,0.999004,0.127386,0.529253,-1.396538,0.999048,0.114734,0.53695,-1.396272,0.998825,0.287409,0.474295,-1.065508,0.999279,0.113819,0.553755,-0.92474,0.999185,0.219794,0.611785,-1.31538,0.99981,0.167251,0.649839,-1.274082,0.999694,0.549979,0.774364,-0.748092,0.999636,0.087194,0.849952,-0.63186,0.999485,0.764833,1.043874,-0.718907,0.79731,-0.026965,1.263773,-0.495631,0.751052,0.85343,1.476265,-1.082546,0.14554,-0.031084,1.639642,-0.811278,0.091846,0.908405,1.591809,-1.19321,0.096935,-0.060674,1.774411,-0.916252,0.066747,0.847972,1.621092,-1.309469,0.152623,-0.004885,1.792036,-1.036879,0.102112,0.822768,1.581419,-1.149136,0.152382,0.010825,1.741087,-0.883196,0.102291,0.516932,1.589428,0.003829,0.001787,0.226768,1.626106,0.006432,0.001953,0.552764,2.241038,-0.155692,0.008834,0.270208,2.261889,-0.153977,0.011791,0.588486,2.797836,0.560588,0.004191,0.309668,2.846679,0.337808,0.005825,0.604059,2.894819,0.630184,0.002688,0.313359,2.94741,0.376238,0.004436,0.553327,2.968824,0.270481,0.004229,0.346569,3.018198,-0.050111,0.004588
